CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,House_Price
0.36568035540455957,30.0,19.162000176043115,0,0.3096634801432756,5.749347296521508,54.24361388169056,9.578817425250076,9,574,14.707642847300551,151.72533051055336,36.38383667145955,9.312475399127141
0.21145815097573128,18.0,5.324296942678413,1,0.3009645112399533,6.011980321663883,57.45215389561567,3.644077777778839,1,352,17.257105815771297,347.2023206039277,28.770614828710883,17.651722859156152
1.358373769002251,0.0,22.82886697657826,0,0.8787821735038772,5.522866912660813,7.091051381176803,8.070529076278959,2,508,13.139196109111417,188.87050831888115,9.590764851151357,33.8076225678125
0.8537072420245917,30.0,17.562537026542472,1,0.4522957789245716,5.45398606878119,19.875083181777615,6.48588760610966,8,677,21.879681855404147,303.1253519089614,28.384135283069597,29.519409369413896
0.24432816049817485,30.0,18.964606469553434,1,0.5593936533990196,6.083608996319231,21.637381049898014,3.066801739842057,8,290,14.38140293637114,345.7017144132378,38.059245416861195,15.684259614731612
0.2500090304787833,0.0,21.858663517976023,0,0.7849350547023335,6.70889021040923,75.24564336787722,10.741936479089873,1,621,13.887313716722932,201.822101666764,15.786209794697793,38.980142253768086
1.6276565259644395,18.0,5.883179474981038,1,0.7507876337903054,5.747135816355082,30.81875028332451,1.8565530488994384,7,424,20.168975780144308,216.7556814076413,39.43534250302872,43.791954722800426
4.936667610801228,18.0,24.090149140680513,1,0.8597689050455801,7.266265427948358,93.82668014534939,10.451484419195467,5,299,14.198864087309286,394.463710040769,33.32503800332735,36.37759986146696
1.0979158021891404,30.0,13.599744551184845,1,0.3388266501631103,6.925780647111628,50.19837680932077,5.220908615958585,10,276,12.569630731999723,394.754235607698,30.57231908405857,49.7505504051001
1.694320112550205,30.0,20.852362496276317,1,0.566244606934708,5.267670892591639,58.96852437713474,1.8650127723018328,2,595,16.111234258727393,229.2798178341051,3.167456413792671,14.47205149675832
2.05877337101019,25.0,21.73616971890071,1,0.7817113714549255,7.048903551432846,60.09485234769372,4.164565286489045,16,242,17.23804296202163,121.21358798561329,14.04444841808478,6.004496563193876
4.0584199088280855,30.0,6.059696615581698,0,0.7765916237266166,6.462514318158075,40.498423203377016,8.438769595407933,18,392,15.980293306983686,246.14633721823594,26.640084844178787,33.516461372734426
1.2236773602999889,12.5,17.781568564491717,1,0.3921799732234038,5.915436510829951,23.5316541737678,4.859527765269102,13,592,21.35171993641039,302.54431168432416,5.854262806713043,31.808227113681998
1.3450516988897094,12.5,23.374982927740206,0,0.3864539491152749,4.705804382287244,23.82572655327161,8.242377565426834,11,594,18.31317003473764,305.9791021765858,9.414186777575026,5.234669801207242
3.6157834976795358,12.5,19.95480968624408,0,0.5884370028889628,6.2132904964291615,85.43667495171411,8.791347429988566,18,402,17.93058022096153,374.0973264875942,4.1726191209461,20.962419272161398
3.8789605397892513,25.0,10.859551006667358,1,0.6996636091776378,5.626994191816694,9.278651989428846,2.0164905015088834,5,362,16.7576550525027,351.40245814268445,33.483927809352274,7.210273104094709
0.1368267453062464,0.0,12.507227560944422,0,0.6624286379375852,5.172328848993471,46.18359158063463,1.1738855256856862,13,206,20.012879833445574,377.51443691510997,28.70695090394059,49.35866443297824
0.7805844297550335,25.0,17.803616504867986,1,0.3955444352637677,5.993612001137471,79.4434184426552,6.014988525636389,23,347,17.738118832251352,205.86127551341545,33.82079029680545,34.7532972052596
2.5263053362160877,25.0,3.309083644329043,1,0.5583479650046368,5.909784909754592,2.5037950325760954,10.493590869117348,11,330,12.489653366966984,275.861619914968,24.548587452784066,44.543632827311185
0.9658228128559776,12.5,5.423619841748244,1,0.5048521147932532,6.242132193168483,4.387980371943823,1.9065871849176221,13,484,17.68294029506567,181.70452889582793,4.76907574026276,12.977086945364269
4.1519067656307165,0.0,8.232336645093413,0,0.34452763826740274,4.697460487708233,44.30955329731752,5.03098785625613,8,277,14.280139480905053,393.6599363218703,22.375141877563937,27.56383140094078
0.12528086357014812,12.5,2.767595422190441,0,0.5928072093352339,6.617969918152804,5.154495719146805,1.9322620412672942,20,435,13.135559745290339,125.76222542159357,25.533279624036673,48.50090277482205
2.042175110321847,12.5,9.765343897469453,0,0.589064604194069,6.457066035100016,32.11355779032822,3.6429033486203184,15,433,20.718163089425147,143.99648876361562,21.225805720883727,20.061952275830397
1.6416430742601906,0.0,9.949166018405684,1,0.8725652597964006,6.349321514882378,12.84816977153528,8.378613636263609,3,555,19.777022539877795,315.36904589092387,38.240795184506865,14.622488866942248
0.9711408010649052,30.0,11.183809099872745,0,0.6470099968090509,6.177032483750627,5.26523134226686,3.865553364617856,4,405,19.099722041683332,319.27639882896926,34.932501035244265,28.394496395223417
1.2487681885657997,12.5,11.277577718271704,1,0.8283119505652259,5.814992480887922,15.544370257422024,6.644694613775135,5,292,20.972829920756418,218.89281373446073,34.22949639370229,11.565085235561567
3.5467081930757813,25.0,12.492691705184523,1,0.5074603862939081,4.6225083045873525,39.11851559717561,8.236667985817384,17,533,17.859618115285322,375.938493449714,15.16945413155359,34.25611617131579
1.2498245248171422,12.5,16.110997085129036,1,0.4057240012199842,6.614384544541012,87.26230065846454,9.70733100173011,14,620,18.343254633891586,318.5472801284649,15.599070883419127,21.984953392474104
1.4312131208768293,12.5,22.242683467358717,0,0.836975370385699,5.229759189842577,14.71399436746316,5.810648559599244,9,635,13.043712990868856,262.6863702293056,28.315637926981186,13.765011630441437
2.1647493747893702,0.0,19.731773051135004,0,0.37795874361091775,5.338964098030646,45.2927744166301,10.964732104177422,4,430,17.87730871451249,163.90423576190057,35.23258755760788,34.13095304045848
1.0402840544628509,30.0,24.989671067501053,1,0.7309167768533763,7.065126084284422,59.92353478270332,11.214617544766197,21,504,16.175025360241307,188.51975914435036,28.677482473547673,41.97506366670934
2.2615043506609105,0.0,19.06409009135451,1,0.8812963222870327,7.015654308214505,22.1741539040042,5.4883984943468,18,399,20.07872924862344,349.33869096146793,24.21379551480239,47.217044200263345
0.5633097982322934,18.0,14.983635579925911,1,0.7537327001172126,6.450505904497703,11.496387683638119,11.149610684714764,11,375,14.248678993705568,205.956731185551,6.409314378408425,47.19578135405304
0.6000158534593187,18.0,8.992638635726626,1,0.8346883383285486,6.038992492842913,41.783332508345474,5.177312273484706,5,547,19.602390551083907,343.3691803812219,11.2144765887413,13.756868272154954
0.08619074079032285,18.0,26.283897412720076,0,0.6701235794835255,7.170102303033898,32.628466415466434,10.671075399390514,10,401,16.084803305033393,140.350852661397,18.480551686995003,13.903309366868635
1.8371739060996808,25.0,4.960526670900798,0,0.8257892851398689,6.747573727050083,77.90528197064316,7.984604599144642,9,242,19.498832931826797,317.3498421515243,12.422404907759049,37.06116665582512
